Book	Smell_Word	Smell_Source	Quality	Odour_Carrier	Evoked_Odorant	Location	Perceiver	Time	Circumstances	Effect
abc1935	smelling|nose	warm skin					Paris|his			
abc1935	nose|nose					in the hollow of|at the	he			
abc1941	scent	of his arousal	thick	in the air						
abc1943	smelled	of fire and smoke								that overwhelmed her
abc1943	scent	It	manly		of warmth|fires					
abc1943	smell	of smoke|the|love								
abc1944	smell	of flowers	faint							immediately
abc1948	sniffing	at the corpse of a sea bird					a dog			
abc1948	smells	sage|the sea|woodsmoke				from the camp	Achilles|he			
abc1948	scent	the|clover	sharp							
abc1951	smells|reek|smell	of sickness|anything					He|his|he			
abc1951	smell	a tea	disgusting				Icarus			
abc1952	scents	of beer and food|hot sweaty bodies	sultry	the air		on Bourbon		a late June night		
abc1952	smell|perfume|smell	her|of sweat and lust	cheap				He			
abc1953	smell	of spring|of sweet grass and wildflowers					him			
abc1953	stench|fragrant|fragrant	of mortal or nymph	fragrant|fragrant							
abc1953	stench	of cold darkness					His			
abc1955	smells	his skin|of salt|of the waves								
abc1955	smell	of blood	so constant	in the air						that you cough up blood that
abc1955	smell	of blood						at night		
abc1957	scent	of his musk|smoke|chypre|frost	intoxicating|pleasantly male				she			
abc1957	smell	you								
abc1959	fragrant|fragrant	fire|fire	fragrant|fragrant	fire|fire						
abc1964	sniffed						Vertumnus			
abc1964	smelled	Vertumnus|he			like violet dusting powder				as she leaned a bit closer	
abc1973	smell	of burning oil					his			
abc1973	smell	of ozone					his			
abc1974	fragrance		such a comfort|saccharine|cruel							
abc1974	smell					her home				
abc1974	fragrance	of the flowers					She			
abc1974	fragrance	the flowers					She			
abc1975	breath|scent	Achilles	warm				him			
abc1975	smelled	of beer				The place				
abc1975	scent|smelling	Achilles	heady		like incense					
abc1975	It		intoxicating							
abc1978	smells						Her|she			
abc1981	scent	of sea salt	stronger	The wind						
abc1981	frigid|frigid		frigid|frigid							
abc1981	odor	of the sea	unbearable			over the camp				
abc1981	sour|sour		sour|sour							
abc1981	scent	of his beloved	comforting				him			
abc1987	smell	the wine	strong				Ganymede			
abc1987	scented						his			
abc1987	scent	of semen					in Ganymede ' s nose			
abc1987	It|intoxicating|intoxicating		intoxicating|intoxicating							
abc1987	breathed|scent	Ganymede ' s					He			
abc1987	smelly|smelly	He	revolting|smelly|smelly							
abc1987	stank	they		they						
abc1987	smell|scent	of food served	delicious			in Alfie ' s restaurant	Castiel			
abc1987	smell	of food|food					Castiel|he|he			
abc1987	scent	of Dean ' s shampoo|body wash				all around	Castiel			
abc1987	smell	the liquor					Castiel			
abc1987	sniffed									which incited Castiel ' s self - consciousness
abc1987	sniff	Castiel ' s					Dean			
abc1987	smelled	him					Dean|Castiel			
abc1987	smell	You	so good							
abc1987	smell	their								it made Castiel ' s eyes roll at the back of his head
abc1987	smelt	It			like thick manly musk and whiskey					
abc1987	smell	dust|blood					he			
abc1987	chilling|chilling		chilling|chilling							
abc1987	sniffed						He			before closing his eyes to chase sleep
abc1987	smell	soup					Castiel ' s senses			
abc1987	scent	his								
abc1987	scent	his					The man			
abc1987	smelt	the musk					Castiel			which made his mouth water
abc1987	scent	Castiel ' s					He			which aroused Castiel even more .
abc1989	smelling				of					
abc1989	smelled	something	delicious							
abc1989	scent	of pastry and fruit					He			
abc1989	smell	Erica	amazing			out the door	he			
abc1989	smelling	the blonde|of|of freshly|freshly baked|baked bread|bread			of|of freshly|freshly baked|baked bread|bread			sometimes in the morning		
abc1989	smell|smelled|scent	Deaton		to his clothing	like herbs and fire		his			
abc1989	scent	of him	soothing|familiar							
abc1989	inhaling|scent		familiar							
abc1989	smelled	the room			like magic					
abc1991	smell	of my nectar								
abc1992	smell	of rot								
abc1995	fragrance	her	sweet earthy				I			
abc1995	smell	of dust					my			
abc1995	scent	his	forest							
abc1996	scent	her	floral							
abc1002	scent	his								
abc1002	whiff	of sweet wine|the|the flowers	slight|intoxicating|remarkably different			on Naxos				
abc1002	smell|scent		intoxicating				she			
abc1003	smell	that filthy cunt				from here	I			
abc1003	smell						I			
abc1005	smell		overpowering							
abc1005	smells	she			like a cross between a forest and the Mediterranean breeze					
abc1006	smell	of patricide					him			
abc1006	smelled	she|of clover and beeswax|incense|wood - smoke								
abc1009	perfumes|scent	of her	intoxicating							
abc1009	scented|scented	grass -|skin	scented|scented							
abc1012	sniffs			the air						
abc1012	smells	It							after a rainstorm	
abc1012	smelling	It			of					
abc1013	smelling	warm baked goods					He			
abc1015	scent|odour	His|of the ocean|of salt|wistfulness	strong						intertwined with the sense of adventure	
abc1016	smells|scent	of floral oils|the froth of the sea				in the room	he			
abc1022	smelly|smelly	musk	smelly|smelly							
abc1024	scent|tang	of his sweat|of his skin	ambrosial|musky				Your			
abc1024	scent	of blood|divinity					You|your			
abc1025	breath		salty							
abc1025	smelled	He			like fish					
abc1027	smell	of smoke	stronger			in the temple				
abc1031	smell		really cool super sensitive							
abc1031	smell	the cinnamon buns|that certain extract of lemon		in the air			he	By now		making his mouth water|he can ' t keep the frustration from seeping out of his body and leave
abc1031	sniffing|scent	of something					he|his			
abc1031	scent	of them	clean|blossoming							
abc1031	smells	the|the|of|of		The jacket|the|the fabric	of|of roses					
abc1031	scent	Harry ' s|his	intoxicating							
abc1031	smells	of marijuana|paint				the living room	Louis			
abc1031	scent		comforting|earthy|wonderfully homey				Louis|his			
abc1031	inhaling|scent|smelling	Harry ' s|it			like earth		Louis|he		after a night ' s rain	
abc1031	smell|perfume	of sweat|alcohol								
abc1031	smell	of his skin	intoxicating							
abc1031	reeks	of alcohol								
abc1031	scent	of Harry ' s skin	earthy							
abc1031	scent	of nature	this sweet	the air			he			
abc1031	scent	it|it	lovely							that always makes Louis feel safe
abc1031	scent		welcoming				he			
abc1031	scent	his	earthy|calm				Louis			he feels endlessly content
abc1031	scent	Harry ' s	earthy							
abc1031	smells	she			like lilacs					
abc1031	smells	It			like rain and soil and cold					s calming him down
abc1033	smell	Sarpedon|that	right							
abc1033	smell	Someone			like a plebeian					
abc1033	smell	It	so good							
abc1033	whiff	it	ginger							
abc1033	smell	of mint and hyacinth	overwhelming|sickly - sweet				He			
abc1033	Sniffed			the air						
abc1036	smell	of grass|Tauris								
abc1037	smell	his flesh	sweet|sickening				she			
abc1037	smelled		faintly		of mint and pomegranate	the green - tiled bathroom				
abc1039	smell	any alcohol					She			
abc1040	scent	metal	dense	to the sea air						
abc1040	scent	its|its	dirty|steaming							
abc1040	scent	of exhaustion	sour							buffeting Ares
abc1040	smell		pungent	in the air						
abc1040	smelled	Ares	faintly		of honey and willow					
abc1040	scent	of|of|dark|dark			like|of|of fried sugar and dark|dark chocolate sauce	from a churro stand				
abc1040	scent		fresh|sugared				He|his			
abc1040	scents|perfume|fragrance	of fruit and olive oil|steaming rice|cinnamon|mint and pepper|her					He	at the end of the day		
abc1040	scents	of seawater|vinegar rinse|smoke								
abc1040	scent	His								made her hungry
abc1040	scent	of lavender and orange blossom	bursting							that dizzied and delighted him
abc1040	scent	scarlet				in the kitchen				
abc1040	scent		rich			into the room	their			
abc1040	scent	of the honey					She			
abc1040	smell	wildflowers					She			
abc1040	scent	of iron	unpleasant	in the air						
abc1040	scent	iron								
abc1040	smell	iron	overpowering|greasy	in the air			in her mouth			
abc1040	smell	incense|laundry detergent					She			
abc1040	perfume	Aphrodite								
abc1040	scent	of cleanliness|cologne|candy sprinkles	faint							soothed her
abc1040	scent	of myrtle and lavender and roses	swishing							
abc1040	scent	of clean sheets	fresh|floral				He			
abc1040	smell	of fresh linen|his own guava shampoo		into the pillow			He			
abc1040	scent	His|malt	dark|heaven		like walking past a pub kitchen window when you					
abc1040	scent	his|shadow								
abc1040	scent	his								
abc1040	perfume	The books	comforting|fabric|enclosed	the air						
abc1040	tang		cardamom							
abc1040	scent	honey	aromatic				Her			her ears tingled
abc1040	smelling|smelling	black ink	sour - smelling|smelling							
abc1040	scent	of paper|Dad ' s cheap|tacky shower products					him			
abc1040	scent	their	peppery	the steam						
abc1040	aroma	mint|rosemary|sage|bayleaf|cinnamon sticks	refreshing|gentle			The kitchen				
abc1040	sniff	some steam								
abc1040	aroma		pungent|alcoholic|fruity						from the boiling	
abc1040	scent	The wine|pepper|metallic|metallic	metallic|metallic			in|in	in|in Eros ' throat			
abc1040	smelled	The potion			like the kind of thing Momma would say he wasn '					
abc1040	scent	of smoking fabric	thick and pervasive							
abc1040	scent	of the smoking sheets	acrid				He|his			
abc1040	scent	her					He		as he brushed too close	
abc1040	scent	of chilli|of tortilla chips snapping	piquant|staccato				He			
abc1040	scent	The|floral|its								
abc1040	nosebleed|nosebleed|smells	Aphrodite|Aphrodite								I got a nosebleed|nosebleed|it fucking kills me
abc1040	smell	of fabric softener and ice cream	comforting							
abc1040	scents	of leaves|too - ripe fruit|dust		in the cool breeze			she	Tonight		
abc1040	scent	of his shampoo|the cut grass								
abc1040	scent	of leather and beeswax|heady , herbal rubs	familiar|dizzying|comforting				Ares			
abc1040	smelled	chilli|she|of|of|lavender|aloe			of|of					
abc1040	smelled	smoke					he			
abc1040	scent	her								
abc1040	scent	of leather								warmed her core
abc1040	scent	its|its	comforting			its|its				
abc1040	scent	her								
abc1040	scent	his	charred|honey							
abc1040	fragrance		floral|tingling							
abc1040	scent	of his flesh								
abc1040	scented|scented	hair	scented|scented							
abc1040	scent	of the balm								veiling them in contentment
abc1040	perfume	His musk	heady|medicinal							
abc1040	smelled	it|it	sweet|fresh	the air			you		you weren ' t in it	
abc1040	smelled	She|of the lavender balm	delicious|drugging							
abc1040	scent	her								over her pounding pussy
abc1040	scent	her	most intimate				he			
abc1040	scent	of pancake batter	delicious	in his navy		the kitchen	he			
abc1040	smell	It	comforting							it jabbed him with guilt
abc1040	smell	batter	sweet							
abc1040	smell	pancake	even more							
abc1040	smelled	those pancakes	good							
abc1040	scent	the maple syrup|its	rich	into the already sweet air			Ludus			
abc1040	scent|scents	of the orchard								
abc1040	smell	malt							as the stalks were sliced	
abc1040	reek	of disinfectant	sickening			in the sealed space				
abc1040	scent		dark|rich	into						
abc1040	smell	that								
abc1040	scent	Her	sour|sweet							
abc1046	stank	of death|decomposing flesh				In a room				
abc1046	smell	Hephaestion|of death								
abc1047	smells	the queen of the underworld			like rain , oranges , lemons and knowledge					
abc1049	stench	of sweat and sex	vague	The|The room|room		The|The room|room|the room				
abc1053	smell	you	nice							
abc1053	smelled|smelled	He|He	nice		of the dead					
abc1053	smell|smell|smelled	I|You	nice|different							
abc1053	smell|smelt|aroma	You|his			like a flower					
abc1053	smell	the underworld								
abc1053	smell	it					I			
abc1053	smell		nice							
abc1053	smell	I	nice							to blush in embarrassment
abc1053	smell	You			like Asphodel					
abc1053	smelled	you					I			
abc1053	scent	your					I			
abc1053	smell	you					I			
abc1053	smelled	She			like hyacinth					
abc1053	smell	you	nice							
abc1053	smell|smelled	he|He|of|of	nice|nice		of|of the dead					
abc1053	smell|smell|smelled	I|You	nice|different							
abc1053	smell|smelt|aroma	You|his			like a flower					
abc1053	smell	the underworld								
abc1053	smell	it					I			
abc1053	smell		nice							
abc1053	smell	I	nice							to blush in embarrassment
abc1053	smell	You			like Asphodel					
abc1053	smelled	you					I			
abc1053	scent	your					I			
abc1053	smell	you					I			
abc1053	smelled	She			like hyacinth					
abc1053	reek	you|of Aphrodite ' s unfaithful quim								
abc1053	inhaled|smelled	it					She|she			seeking some peace
abc1053	scent	of the flower								
abc1053	scent		stronger							
abc1053	smell	Uncle					she			
abc1053	scent	his	wonderful							
abc1053	scent	of the mystery flowers								
abc1053	smells	the|something burning					She			
abc1053	scent	exotic flower					the bride			
abc1053	smells	It	so wonderful			here				
abc1053	scent	of the flowers								calmed Persephone slightly .
abc1053	smell|scent	his	flowered				I			
abc1054	smell	shine of gold|of rotted flesh	sickly sweet							
abc1055	stench	of vomit								
abc1055	floral|floral		floral|floral				reaches his			
abc1055	perfume|fragrances		cloying	in the air						
abc1057	scent	of the god of war					Sunghoon|he			
abc1058	smells	She			like earth and grass and flowers					
abc1063	smell	of pastries	pleasant			the bakery	they			
abc1063	smells	It	scrumptious			in here				
abc1067	smelled	it			like almonds		I			
abc1067	smells	The rain	different			here				
abc1073	scent	the ripe figs								
abc1073	fragrant|fragrant		fragrant|fragrant							ignite the columns
abc1073	scent|smell	of damp earth|of wolf fur|of old blood								
abc1073	scent	of heated metal and charred bones|with|glory		The air						
abc1073	scent|scented		perfect	in the wind	like lavender					
abc1075	scent	the drink '	rich|minty				she|she			
abc1075	aroma		warm|savory				His|his			
abc1080	sniffed|olfactory|olfactory	circuits	olfactory|olfactory				She|her			
abc1080	scent	its					she			
abc1080	fragranced|fragranced	flower	subtly fragranced|fragranced							
abc1080	scent			on the air						
abc1082	smell	of moss and grass	damp			everything				
abc1082	smell|smell	of damp vegetation|of bog musk	strong|light							
abc1082	scented|scented	bubble of sea salt	scented|scented	air						
abc1082	smell|smell	salt		in the chilly wind			she|she			
abc1087	scent	of Dream					he			
abc1087	scent	of spring	sweet floral	The wind			George ' s			
abc1087	smelled	of salt and seaweed		The air			George ' s			
abc1088	smell	Laconian hound	great							
abc1088	smell	of blood	sickening				His|his|he			
abc1088	aroma	Hyacinths|their	sweet	in the breeze|into the air						
abc1088	fragrance	Huakinthos|the blossoming flowers|their								
abc1088	aroma	steam|burning pine|its	pleasing			the room				
abc1088	smell	it	distinct aromatic	the air						
abc1088	smell	its					Akhilleus|he			
abc1088	smell	Laconian hound	great							
abc1088	scent	of the mountains|the sea		the air						
abc1088	smell|perfume	of burning incense	cheap				they			
abc1088	smell	of wine						most days		that ills me
abc1088	scented|scented	violets	sweet|scented|scented							
abc1088	smell						her children			
abc1088	smell	the wine	fragrant|sweet	by the wind		through trees				
abc1088	stench	of death	heavy							singing dreadfully
abc1089	scented|scented	lips	scented|scented							
abc1094	reeks	of daffodils|crushed innocence						sometimes		
abc1096	smells	It	sweet		like honey|not honey					
abc1096	aromatic|aromatic		aromatic|aromatic	oils						
abc1098	scent	all leather and olives|of the forest air					my			
abc1098	scent	of honey	sweet	the air						
abc1107	smell	wildmutt '								
abc1107	stunk|stunk	plunk	stunk|stunk							
abc1109	smell	of coffee					I	the next morning		
abc1109	smells	It								
abc1109	smell	You								
abc1116	smell	of Harry ' s piss								
abc1116	fragrant|fragrant	body	fragrant|fragrant							
abc1118	indolent|indolent		indolent|indolent							
abc1118	smelt|perfumed|perfumed	of|roses|its	the most heavily perfumed|perfumed|sickening|sweet			The room				
abc1118	smelt	the contents					he|he|his			
abc1118	smells	It|of|of|of|of rain			of|of grapes|of|of				on a warm day	
abc1121	reeks	It			of					
abc1121	smell	of freshly cut grass and new soil					I			
abc1121	smell	of salt	tangy	the air						
abc1126	smells	Fresh wax			like honey|Like thirty thousand little golden cells					
abc1126	reeked	it|it					He			
abc1126	stinking|stinking	mouth	stinking|stinking							
abc1126	smell	of shit					I			
abc1126	smelled	of blood								
abc1126	smelled	the girl|she					I			
abc1127	sniff		slight							
abc1127	scent	Its	sweet			the room				
abc1127	sniffing			the air						
abc1127	scent	of flowers	cloying				He|his			
abc1127	stench	of the sick and dying				through the dark corridors of the now mostly empty castle	him	these days		
abc1127	smell									bypassed his stomach|wrapped straight around his head|making him dizzy
abc1127	stench	of manure				From somewhere outside	he			
abc1127	smell	the smoke					he		In the open night	
abc1127	scent	of blood			like it had so many years ago		his			
abc1127	stench		foul				he			
abc1127	stench		terrible				Jareth|he			
abc1127	smell|smelled	the goblins	just as bad				they	at the		
abc1127	scent	of the sea								
abc1127	scent		cloying	in the air						
abc1127	smell	the sea					She			
abc1127	sniffed						Ariadne			
abc1127	scent	of her hair	sweet						as she leaned against	rush of warmth that spread through him
abc1127	sniff						The old dwarf			
abc1127	smell					from a green rug beneath her				
abc1128	stench	of all too human sweat								she bolts awake
abc1130	smell	peanut butter					I			
abc1133	smell	of fresh grass and flowers				into the Eternal City		the ninth month		
abc1134	fumes|fumes|smell	the leaves|fumes|fumes|their								
abc1138	scent	her	characteristic jasmine				He			
abc1138	reeked	a white stallion					she			
abc1140	smelled	It	distinctly masculine		like a campfire with a hint of redwood	in here				
abc1140	scent	that					I	every day		
abc1140	smell		masculine			surrounding the room	I|I|I			I|I let out a small breathy moan
abc1140	smell	that					I	every day		
abc1140	scent	my								
abc1145	scent	smoke					his	in the dark		
abc1150	reeking	of blood|other|unmentionable things					he			
abc1150	scents	Hephaestus					he			
abc1151	scent	of ichor	sharp iron|laced|cloying							
abc1153	perfume	Aphrodite ' s	sweet							
abc1155	smell	it		in the air	menacing		She			
abc1155	breath		hot|damp							
abc1158	smell	danger		in the air			Circe			
abc1163	sniffed|smell	it	weird	the air	was just some soup or something		he|he			
abc1163	smell						the wolf			
abc1163	smelling	the air					It			
abc1163	smell	of breakfast	faint				Antis			
abc1163	smell	breakfast					I			
abc1163	stinking|stinking	billows	stinking|stinking							
abc1163	stinking|stinking	a|corpse	stinking|stinking							
abc1163	Smells					on	he|he			
abc1163	smell	of Death|him	stronger							
abc1163	stench						He|him			
abc1163	smell	of foul eggs								
abc1163	smelled|smell	sunshine|sunshine					He|one			
abc1163	smell	of the flowers	beautiful				she|her			
abc1163	smelled	the blood					she			
abc1163	Stargazing|smelling	flower								
abc1163	smells		heavenly	through the air						
abc1163	smelled|breath|breath	Something|Quetzalcoatl ' s breath|breath	fishy							
abc1164	smell	of cigar smoke		The				for hours afterwards		
abc1164	stench	of the gutter								hit hard .
abc1164	smell	of cabbages					Achilles|he			
abc1164	smell	he			like cabbages				when Patroclus sat in the backseat of the car	
abc1164	scent	of potpourri				in the foyer|from end tables				
abc1164	smelled	he			like cabbages		He|Patroclus			
abc1164	scent	of the gardenias					He			
abc1164	smelled	it		on the sheets			He			
abc1164	smell	the gardenias		in his clothes			He			
abc1164	scent	his|Patroclus ' s				on the bed	he			
abc1164	smelled	of cabbages		the car						
abc1167	scent	of dead flesh		a boat						
abc1169	scent	of the ocean	slightest							
abc1169	scent|smell|scent	of crushed pine needles|juniper berries|their				outside my cavern|on the cots adjacent to mine	my|my			arousing me from my dreams
abc1169	scent	of blood								stirs my hunger
abc1169	scent	my					the deer|it			
abc1169	scent	of a human		in the air						
abc1169	smell|scent	of the ocean		the wind			i|i|i		on it ' s current	immediately i|i feel nauseous
abc1173	scent	of flowers and drops of the river	sweet syrupy				Apollo			
abc1174	scent	of freshly planted wheat					they			
abc1175	smell	magic		in the air						
abc1175	sniffing						Hera			
abc1176	smell	of sea		in the air						
abc1176	scents	of Summer|of wheat gold hair					those	in|in the|the dark|dark of|of Winter|Winter	in|in the|the dark|dark of|of Winter|Winter	
abc1181	stinking			the air						
abc1181	smell	burnt cedar|of					her			
abc1181	stank	of vinegar|blood					she			
abc1182	fragrant|fragrant	bed of seaweed	fragrant|fragrant				they			
abc1182	scented	of almond oil|cedar								
abc1182	scent	his	possessive|intoxicating							
abc1182	scent	her ember								
abc1182	scented	of mercury|lead|of emerald and ruby								
abc1182	putrid|putrid		putrid|putrid							
abc1182	scent	of almond oil|cedar					she			
abc1182	smell	it					She			
abc1182	scent	lavender|wind|sweet ambrosia					Her			
abc1182	scent|breath							for that		
abc1182	scent	of cedar and coal	haunting|desired							
abc1182	perfumed|perfumed|fragrant|fragrant	dust	perfumed|perfumed|fragrant|fragrant	satchels						
abc1182	scent						she			
abc1182	scent	seashell|ocean								
abc1182	smell|smell	of water and ocean winds					He			
abc1182	stinking|stinking	Cronus|gut	stinking|stinking							
abc1182	smells	of slaughtered Dungeness crab|yeasty chowder				on Fisherman ' s Wharf	her|she			
abc1182	smells	this earth								
abc1182	smell	of salt|breeze	potent							brought forth a gasp of air
abc1184	scent|scent|it		entirely different|sweet|light|pleasant			in the room from the nearby burning brazier				
abc1185	fetid|fetid	blood	fetid|fetid							
abc1185	scent	of roses					He			
abc1185	stench	of the water								made bile churn in Persephone ' s throat|bringing her back
abc1185	smell	of blood and decay	acrid				her mother			
abc1185	smelled	seared flesh								tried to push it from her mind so she wouldn ' t retch
abc1186	scented|scented	Aphrodite|flower|flower|sweetness	flower|flower|scented|scented						lit by sunlight	
abc1191	smelled	It			of rot and the grave and the					
abc1191	smell	I	sweet		like flower sap			now		
abc1193	nose|perfume	her					He|his			
abc1193	smell|scent		coconut							
abc1194	smell|smelling	Flowers|of the plants and dirt|fresh rain|only ash|rock					she|she			
abc1198	scent		fragrant|sweet				Paris		the	
abc1198	scent	from Queen	brief|heady|dark							
abc1198	scents	their		with the gentle late spring breeze|slight wind						
abc1198	scent	of honey and musk	heady|dark			in the hall	his			
abc1198	scent|scent	sun|dry grass	much more gentle|warm							left Paris nearly lightheaded
abc1198	scent	Helen ' s							each time he practically kissed her fingertips	
abc1198	scents	Helen	mingled							Was almost smacked full in the face|which scattered the threatening surge of homesickness for a home he hadn ' t even left
abc1198	scents		intoxicating							
abc1198	scent	Helen ' s					he			
abc1198	smelled	It|of|of blooming flowers			of salt from the|of|of					
abc1198	smelled|scent	It|her beta ' s			of					
abc1198	scent|nose|scent	Helen ' s|her|her		the breeze			him			
abc1198	scent		own							
abc1198	scent	Helen ' s	honeyed darkness							
abc1198	scents	Menelaos|their				his cottage on Mount Ida|from a	he			
abc1198	scent	Menelaos '|grass	warm							
abc1198	scent	his	comforting gentleness							
abc1198	scent	Helen ' s	nearly choking thickness							
abc1198	scents						he			
abc1198	scent	her					he			
abc1198	scents|spicier|spicier	of sex|Helen ' s shadowed musk|honey|Alexander ' s|warm|wildflowers	mingled|spicier|spicier	The air						
abc1198	scent	Helen ' s							especially|during , her rut	had to fight an erection
abc1198	smell	You	so good							
abc1198	scent		alluring				to him			making Alexander want
abc1198	nose|smelling|scent	Alexander ' s curls|of lavender	natural				Menelaos|his|his|his			
abc1198	smelled	She|content	of							
abc1198	scent	Her	thick|heady							
abc1198	scent	her	heavy							
abc1198	scentless|scentless		scentless|scentless							
abc1198	scent	of sun - warmed pine sap|wildflowers					his			
abc1198	scent	Helen ' s								
abc1198	scent		own	them			his			
abc1198	scent	mountain - meadow	warm	The air						choking it full with|that also was flushing Alexander pink from his cheeks
abc1198	scent	her								
abc1198	scents			The air						
abc1198	scents		mingled							
abc1198	scent		heavy				her|her			the now - insistent throb of arousal
abc1198	scent	her	rut|thick							Suppressing both the
abc1198	scent		tempting							
abc1198	scent	her								
abc1198	smelled	He|of flowers|pine sap								
abc1198	scent	Menelaos|Alexander|his	sweet|nearly wild|omega							
abc1198	scent	her|' s	thick	the air						
abc1198	scent	her					his			
abc1198	scent	Helen ' s honey -	dark							
abc1198	scent	Helen ' s								
abc1198	scent		other				him			
abc1198	scents	their								
abc1198	scent	her|her								
abc1198	scent	Helen ' s	thick|sweet							
abc1198	scents	their|Menelaos	heavy	in the air			Paris			
abc1198	scent	Helen ' s				the room				in a new wave of dark arousal
abc1198	scent		thick				he|he|he			he|he nearly reared back
abc1198	scent	anger|her								
abc1198	scent	His	thick					currently		
abc1198	scent		infernal	them				as they walked		
abc1198	scent|scent	of his arousal|slick	renewed|subtle|undeniable							
abc1198	scent	his								
abc1198	scent|smells	Alexander ' s	other				he|his			
abc1198	scent	omega	thickened				his			
abc1198	scent						stone			
abc1198	smelling|scent	the very willing omega|happy desire								
abc1198	scent	of Alexander ' s heat					Menelaos			could no longer hold himself back
abc1198	smell	you	so good							
abc1198	scent|scent	Menelaos '	weaker beta|alpha				he		especially when she wasn ' t present	
abc1198	scent	his	sweet cloud							she could surely bite down
abc1198	scent	of Alexander ' s heat	heady|thickened	the air						
abc1198	scent	of sun - warmed pine sap|flowers								
abc1198	scent	his	heavy|thickening							
abc1198	scent	that								
abc1199	sniffing		quietly							
abc1199	scented|smell	of dinner .	wafting	the air						
abc1199	smell		overpowering							
abc1199	smell|smell	him					I|I			
abc1202	scent	of cooking spices				in				
abc1205	smell						They			
abc1205	scents		new				Patroclus			
abc1205	smells					of the	He			
abc1205	rustled|smell	the|of fresh cut grass		The wind						
abc1205	smell	of sizzling kebap and doner				from brightly - colored food stands				
abc1205	smelled	He			like pine needles					
abc1205	smells	of coal and wheat	dusty				Patroclus|him			
abc1205	smell|smell	pine needle|needle|of Achilles .	dusty|earthy|needle|needle			of the cabin	he	For		
abc1205	smelling	his sheets			like Achilles ' semen		He|Chiron			
abc1205	smelled	it		The fabric	like fabric softener					
abc1205	smell	of lavender		on the same breeze		from the flower garden				
abc1205	smelled	The room			like coffee and buttered toast					
abc1205	smell	of tomatoes	familiar							
abc1205	stink			the press			A journalist			
abc1205	smell	the mud					He			
abc1205	smelled	It	sweet|rotten							
abc1206	smelly|smelly	from sweat	smelly|smelly	The shirt						
abc1208	scent	of sex and sweats		in the air						
abc1208	smelled	she			like sex		to the men and women			
abc1208	smell|scent	of Zeus ' semen	so intense	on her Girdle			Aphrodite		when she wore it	
abc1208	inhaled|scent	his	masculine							
abc1208	scent		Such powerful							
abc1208	scent	of sweat and sex	heavy			in the room				
abc1208	smelly|smelly	ropes	sticky|smelly|smelly							
abc1208	smell|perfume		arousing|numbing|rich				he			
abc1208	smell	of sex				The whole campsite				
abc1208	smell	of his sperm	heavy	in the air		of the limo				
abc1208	scent	his	strong|musky							feeling the king ' s arousal sky rocket
abc1210	smelled	another opening	strange				we			
abc1210	smelled	It			nothing					
abc1210	smell	They			like food					
abc1210	fragrant|fragrant	bushes|with flowers	fragrant|fragrant							
abc1210	smell	the flowers|they			like anything resembling food		I			
abc1210	Smell	a				from a mile away	you			
abc1210	smell	anything					I			
abc1210	smell	they								
abc1210	smelled	they	disgusting				the observers			
abc1210	smells	they|fluids	nauseating							
abc1210	smelled	the|the	filthy	the|the air		Even this far out				
abc1210	whiff|smell						I			
abc1210	smell	something|it					I			
abc1210	smell|odor		t too bad|foul					at|as I approached		
abc1210	stench		horrible				I			
abc1210	stench		such a horrible	the|the		the|the cabin				that the scientists had to pull on breathers
abc1210	snuffing|snuffing		snuffing|snuffing							
abc1210	stinking|stinking	cloud	stinking|stinking							
abc1210	stinking|shrieking|shrieking	She	shrieking|shrieking							
abc1210	smell		little different							
abc1210	stink|stink		stink|stink				People			and forced them away
abc1210	stink						The crowd			
abc1210	stench	It	foul							
abc1210	smell	The alien	even more unpleasant							
abc1210	whiff	of Demons					I			
abc1210	stench	Their								
abc1210	odor	They	heavy|musky	the air						
abc1210	scent		bad							
abc1210	smell		nasty			from below	the Demons			
abc1210	Smell|Stink|Stink	Your Stink|Stink								
abc1210	fragrance	an alien	gentle|soothing							
abc1210	smell						me|they			
abc1210	scents						I		in the presence of	
abc1210	smell|perfume|perfume	He	heavy|pleasant		like too much perfume|perfume			for a moment		
abc1210	scent|smelled	something			like chocolate					
abc1210	fragrance	Mimir	faint spicy							
abc1210	scent|odors		a dizzying array|mixed				I			
abc1210	scent		distinctive musky							
abc1210	fragrance		softer|very clear and distinct		vaguely resembling roasted chicken					
abc1210	smell	chocolate					Mimir			
abc1210	smell		sweet							
abc1210	scents		complex							
abc1210	scents|smell	Mim	chocolaty							
abc1210	smells	The Demons	sweet							
abc1210	scent					the wall	He			
abc1210	scent		another							
abc1210	scent		third				He			
abc1210	scent						me			
abc1210	scents		complex series				I			
abc1210	smell	things								
abc1210	scent		chocolate				I			
abc1210	sniffed|smelling					about the various drawers	I			
abc1210	scent	human					I			
abc1210	smells	these aliens								
abc1210	whiffs|scents		curious			in the corridors outside the lab	I|I			
abc1210	Smells	Freedom			Like Mint					
abc1210	scent	Food	chocolaty							
abc1210	scent|smells	of fresh flowers and meadows	gentle|soothing				Mim			
abc1210	scent		curious							
abc1210	Smell|smells	it	different|obnoxious							
abc1210	scent|greetings						We			
abc1210	scent						me			
abc1210	olfactory|olfactory		olfactory|olfactory				my			
abc1210	smells		gentle|sweet|appealing				I			
abc1210	scent	their								
abc1210	Smells				Like Geriatric Spirit					
abc1210	smells		harsh				Mim|to humans			
abc1210	smell	They								
