,Book,Smell_Word,Smell_Source,Quality,Odour_Carrier,Evoked_Odorant,Location,Perceiver,Time,Circumstances,Effect
2113,abc1826,It|it,,both distinct and pervasive,,,,,,,
2114,abc1826,smell,of flowers|the green of their cut stems|drops of dew,,,,,Ganymede|he,,,
2115,abc1828,fragrance,of the goddess ' s skin,honey|sweet,,,,,,,
2116,abc1839,scent,,candle,,,,,,,to excite him again
2117,abc1839,smelling,it,,,,,,,,
2118,abc1839,pheromones|fragrance,Her,not the same,,,,,,,to dull it out and intoxicate his senses with thoughts
2119,abc1842,perfume,,sweet,,,,,,,
2120,abc1843,smelling,the group of five nymphs,much the same,,like newly bloomed flowers,,He|him,,,
2121,abc1846,stink,of the pub men ' s room,,,,,,,,made him fear
2122,abc1854,inhaling|scenting|scenting,,,,as a stallion scenting|scenting a mare,,,,,that aroused him
2123,abc1861,scent,of woodsmoke,,,,what remained of the once - mighty city,,,,
2124,abc1863,scent,of amber|saffron|lemon,,,,,to him,,,
2125,abc1885,smell,,,,,,he,,,
2126,abc1893,smell,rich|rich vines,rich|rich,,,,Grantaire,,,
2127,abc1893,fragrances,flower,,through the air,,,,,,
2128,abc1893,fragrant|fragrant,roses,fragrant|fragrant,,,,,,,
2129,abc1893,smelling,anonymous|of wine,,,,,Valjean,in the middle of the night,,
2130,abc1893,scent,of wine,,into the fog,,,Grantaire,,when the sunbeams burned through the clouds,brought great fertility to the earth
2131,abc1893,scent,of wine,intoxicating,the air,,,,,,
2132,abc1893,scented|scented,tresses,- scented|scented,,,,,,,
2133,abc1907,smell,the,,,,,He,,,
2134,abc1908,smell|smelled|smell|smell,of the sea|it,fresh|abundant|colder|more salty,the wind,,over the sea|on Ithaca,him|he,every day for the last nine years,,"that it hit you harder , like a wall ."
2135,abc1916,scent,of your arousal,,,,,,,,leading him closer and closer to madness
2136,abc1916,smell,I,as good,,,,,,,
2137,abc1929,smell,of food,,,,,Ares and Hephaestus,,,
2138,abc1935,smelling|nose,warm skin,,,,,Paris|his,,,
2139,abc1943,smell,of smoke|the|love,,,,,,,,
2140,abc1948,smells,sage|the sea|woodsmoke,,,,from the camp,Achilles|he,,,
2141,abc1951,smell,a tea,disgusting,,,,Icarus,,,
2142,abc1953,smell,of spring|of sweet grass and wildflowers,,,,,him,,,
2143,abc1955,smells,his skin|of salt|of the waves,,,,,,,,
2144,abc1957,smell,you,,,,,,,,
2145,abc1959,fragrant|fragrant,fire|fire,fragrant|fragrant,fire|fire,,,,,,
2146,abc1975,breath|scent,Achilles,warm,,,,him,,,
2147,abc1975,scent|smelling,Achilles,heady,,like incense,,,,,
2148,abc1981,frigid|frigid,,frigid|frigid,,,,,,,
2149,abc1981,odor,of the sea,unbearable,,,over the camp,,,,
2150,abc1981,scent,of his beloved,comforting,,,,him,,,
2151,abc1987,smell,the wine,strong,,,,Ganymede,,,
2152,abc1987,scent,of semen,,,,,in Ganymede ' s nose,,,
2153,abc1987,It|intoxicating|intoxicating,,intoxicating|intoxicating,,,,,,,
2154,abc1987,breathed|scent,Ganymede ' s,,,,,He,,,
2155,abc1987,smell|scent,of food served,delicious,,,in Alfie ' s restaurant,Castiel,,,
2156,abc1987,smell,of food|food,,,,,Castiel|he|he,,,
2157,abc1987,scent,of Dean ' s shampoo|body wash,,,,all around,Castiel,,,
2158,abc1987,smell,the liquor,,,,,Castiel,,,
2159,abc1987,sniffed,,,,,,,,,which incited Castiel ' s self - consciousness
2160,abc1987,sniff,Castiel ' s,,,,,Dean,,,
2161,abc1987,smelled,him,,,,,Dean|Castiel,,,
2162,abc1987,smell,their,,,,,,,,it made Castiel ' s eyes roll at the back of his head
2163,abc1987,chilling|chilling,,chilling|chilling,,,,,,,
2164,abc1987,sniffed,,,,,,He,,,before closing his eyes to chase sleep
2165,abc1987,smell,soup,,,,,Castiel ' s senses,,,
2166,abc1987,scent,his,,,,,,,,
2167,abc1987,scent,his,,,,,The man,,,
2168,abc1987,smelt,the musk,,,,,Castiel,,,which made his mouth water
2169,abc1987,scent,Castiel ' s,,,,,He,,,which aroused Castiel even more .
2170,abc1989,smelled,something,delicious,,,,,,,
2171,abc1989,smell,Erica,amazing,,,out the door,he,,,
2172,abc1989,smelling,the blonde|of|of freshly|freshly baked|baked bread|bread,,,of|of freshly|freshly baked|baked bread|bread,,,sometimes in the morning,,
2173,abc1989,smell|smelled|scent,Deaton,,to his clothing,like herbs and fire,,his,,,
2174,abc1989,scent,of him,soothing|familiar,,,,,,,
2175,abc1989,inhaling|scent,,familiar,,,,,,,
2176,abc7,smell,of sex|of,,,,in the adjoining bathroom,,,,
2177,abc7,perfume,,strange new,the wind,,,,,,
2178,abc19,smell,of poppies,faint,in the thick air,,,,,,
2179,abc26,smell,he|that,,,,,,,,
2180,abc26,smell,that,,,,a booth at the back,,,,
2181,abc26,smell,,,,,into his cafe,,at the end of her shifts every day|on the weekends|when,,
2182,abc26,smelled,,strange,gust of wind,like the ocean,,,,,
2183,abc26,smell,of blood,heavy,,,,James|he,,,
2184,abc26,stench,,,,,,him|the Jacksons,,,
2185,abc40,scent,of him,,,,,,,,making their little mouths water
2186,abc40,nose|inhaling|scent,,oceanic,,,,,,,
2187,abc41,scent,of Achilles ' wonderfully soft hoodie,comforting,,,,He|his,,,
2188,abc41,smell,of Achilles,,,,,,,,it would be a very quickly reached orgasm
2189,abc42,blush|sniff,,,,,,he|his,,,
2190,abc42,smelled,Ganymede,the most mortal|the most human,,,,,,,
2191,abc42,smell,nectar|of it,close to divine,,,,him,,Being so close to,
2192,abc42,smelling|smelling breath,,hot|sweet - smelling|smelling,,,,,,,
2193,abc44,stench,of sea - weed,,,,the seaside cafe,You,at the end of September,,
2194,abc45,stinking,him|of|of,,,of|of wine and salt,,I,,,
2195,abc54,smelling,of sweet sex,,,,,a,,,Then sends you to bright
2196,abc58,perfume,Apollon,Flowered,,,,,,,
2197,abc58,hue,,sickly,,,,,,,
2198,abc69,scent,Hyacinth ',sweet enough,,,,,,,
2199,abc77,sniffing,Cerberus,,,,,Cerberus,,,
2200,abc77,smell,of bacon,,,,,He,,,
2201,abc77,smelling|smelling,bacon,delicious smelling|smelling,,,,,,,
2202,abc91,smelled,of brackish water,,,,,his,,,groaned like a half drowned sailor
2203,abc92,scent,of him|all leather and salt,,,,,,,,
2204,abc92,breath,,warm,,,,,,,
2205,abc93,scent,of oncoming rain|something fresh,,,,,,,,
2206,abc93,scent,,dusty|the same,,,,Zeus,,,
2207,abc93,smell,of wheat and growing things,,in the air,,,,,,
2208,abc93,smelled,Ganymede|Zeus ' swirling|of|of chthonic|chthonic|of ambrosia,,The wind,of|of chthonic|chthonic fog,,,,,
2209,abc101,smell,of alcohol,sickly,,,,,,,
2210,abc102,smelled,this|Mint,faint,,,,Patroclus,,,
2211,abc102,smelled,Patroclus,soft,,,,,,,
2212,abc102,smelled,it,wonderful,,,,,,,
2213,abc102,scent,his,soft,,,,Achilles,,,
2214,abc102,smell,of salt,overpowering,,,,,,,
2215,abc103,scent,detritus of nesting animals|old leaves|of death and disease,otherworldly,,,,Ganymede,,,
2216,abc110,scented|scented,smoke,sweet scented|scented,,,,,,,
2217,abc110,smell,clean pine,,,,,,,,
2218,abc110,scent,,bright fresh,,of a sea breeze,,,,,
2219,abc110,smell,the leopards|him,,,,,Ariadne,,,
2220,abc110,smell,of pine|a swirl of wind,,,,,,,,
2221,abc110,scented|scented,,sweet scented|scented,breeze,,,,,,
2222,abc110,smell,of gore|sweat,foul,under the breeze,,,,,,
2223,abc110,scent,of the hot summer sun on an olive grove,,,,,him|he,,,
2224,abc110,smell,of pines,heady,,,,,,,
2225,abc110,scent,of flowers,sweet,on the wind,,,,,,
2226,abc110,scent,of pine,,on the cold air,,,his,,,
2227,abc110,smelling|smelling,some|olive oil,fruity smelling|smelling,,,,,,,
2228,abc111,scent,of dragon ' s blood|cinnamon|olives,intoxicating,into the air,,,,,,
2229,abc111,inhale|sniff,distaste,deep,,,,,,,
2230,abc118,smell,of fresh flowers,faint,,,from his office,,,,
2231,abc118,smell,The flowers,refreshing,,,,,,,made him a little uncomfortable
2232,abc118,scent|inhaled,of flowers,,they,,,him|he,,,
2233,abc118,smells,He,,,like a fireplace,,,,,
2234,abc120,smell,oils,pleasing,,,,her,,,
2235,abc120,scent,,,,,,him|him,,,makes him|him feel
2236,abc122,stench|smell|perfume,of Death|of grass|of the wildflowers,,,,,Theseus,,,
2237,abc142,smells|scents,""" Hermes|fresh sun|grass",,,,,her,,,
2238,abc143,scent,Corsa ' s,,,,,,,,
2239,abc147,smell|perfume|perfume,her ambrosia perfume|perfume,,,,,Hermes|he,,,
2240,abc147,scent|scent,of Apollo|the broken ends of Eros ' arrow|of him,,,,from a,my hounds|I,,Upon one of my hunts,
2241,abc156,smelled,The|The shirt|shirt,,The|The shirt|shirt,like,,,,,brought her more comfort
2242,abc156,scent,his,,,,,,,,
2243,abc156,smelled|whiff,it|pine|of brimstone,,,like,,Betty|she,,,
2244,abc167,sniff,one of several empty cups|it,,,,,,,,
2245,abc167,scent,her,,,,,,,,
2246,abc189,reeking,of alcohol,,,,,,,,
2247,abc191,smell,of salt|the sea,,,,,He|him,,,
2248,abc198,smell,,,,,,He|Ganymede,,,
2249,abc200,snuffed,,,,,,,,,the life out
2250,abc202,scent,of roses|stale coffee,,,,,,,,
2251,abc202,scent,her,,,,,Hades,,,which
2252,abc209,scent,of saltwater,,,,,,,,
2253,abc214,smelling|stench|smell,of cow manure,,,,,we|I|the guys except Ganymede|I,,,start gagging
2254,abc228,smell,his,,,,,,,,
2255,abc237,smells,It|of|of burnt flesh|innards|sin,,,of|of,,,,,
2256,abc241,sniffing,,,the air,,,,,,
2257,abc241,smelling|scent,a vast meadow of flowers|of honey and fruit|of the sea breeze|sun,,,,,,in the summer,,
2258,abc245,smell|smell,cologne|Thanatos,mystery,,,,He,,,that was tormenting his pregnant wife
2259,abc245,cologne|whiff,that,good,,,,,,as,
2260,abc246,smelled,incense|of|of sandalwood|lavender,,,of|of,the entire space,,,,
2261,abc247,smelling|smelling,,blood - smelling|smelling,,,,,,,
2262,abc250,scent,of blood,,,,,,,,
2263,abc257,fragrance,of a flower,intoxicating,,,,,,,
2264,abc264,smell,,,,,,she,,,
2265,abc286,breath|scented|scented,,sweet|scented|scented,,,,he,,,
2266,abc293,smelled,the flower,deeply,,,,he,,when he put the pie in his backpack|after putting it in a glass of water,
2267,abc301,sniffed,,,the wind,,,,,,
2268,abc301,smell|scent,him|his,sweet,,as honey,,He|he,,,
2269,abc301,smelled,the soft|which,delicious,,,,,,,
2270,abc301,scent,the alpha|his,,,,,,,,
2271,abc302,breath|smelling,something,high|fluttering|sharp|sweet,,,,his,,,
2272,abc308,smelling,,salty,Their,,,They,,,
2273,abc311,scent,of some Trojan prince,,,,,My parents,,,
2274,abc312,smell,the alcohol,,,,,He,,,that helps her ignore her emotions
2275,abc339,smell,The god|salt|death|life|birth|rot,,,,,him|him,,,overwhelmed him|him
2276,abc339,smell,he,,,like the sea,,He|he,for still longer,,
2277,abc340,smell,a to - go cup of black coffee,dark|bitter,,,the room,,,,
2278,abc340,perfume,her,,,,,He,,,
2279,abc340,perfume,her,,,,,He,,,
2280,abc340,scent,Aphrodite|her,more vital,,,,he,,,
2281,abc341,stink,of blood,lingering,,,,Paris,,,
2282,abc341,breath,,Hot,,,,,,,
2283,abc341,stink,own breath,,,,,he,,,
2284,abc341,scent,her,deep,,,,,,,
2285,abc346,smell,of the oils,the faintest hits,,,,I|I,,,
2286,abc349,scent,of the flowers,mingled,The breeze,,,him|his|his|he|he,,,crawling down his|his throat until he|he nearly gagged
2287,abc353,scent,Patroclus ' s musk,own,,,,Achilles|his,,,
2288,abc359,stench|fervor,of fresh blood,an insomnolent,,,,,,,
2289,abc361,scent,his,,,,,,,,
2290,abc367,smell,carrots|onions|beef|turnip|potatoes|some mushrooms,frankly delicious,,,,He,,,
2291,abc369,scent|scents,of her milk - and - honey shampoo|rosewater bath,clotting,,,,,,,filled her with a perverse sort of pleasure|gave Hades a mighty headache
2292,abc372,smell,of ichor,sharp,in the air,,,,,,Hades felt his insides turn
2293,abc379,scent,of smoke and death,familiar,,,by the trees,him,,,
2294,abc384,smell,of his mother ' s pomegranate trees,sweet,,,,,,,sickened him
2295,abc384,smell|scent,her,happy,,,,she,,,
2296,abc384,scent,of every variety of rose,,,,through the greenhouse side entrance,,,,wiggling straight into his heart
2297,abc384,scent,Her,strong,,,,,,,
2298,abc384,scent,her,faint,,,,,,,
2299,abc391,stink,,,,,,him,,,that Percy hates yet intoxicates him so
2300,abc398,smell|scent,of battle|of spilled blood,metallic,,,,him|him,,,clings to him|him faintly and can never truly be washed away
2301,abc398,scent,of roses|of a,,,,,him,,while he ' d been bathing,the sudden desire to prepare himself
2302,abc415,scent,It,,,,,,,even,that awakens him
2303,abc418,smells,Hephaestus,,,like forged fire,,,,,
2304,abc418,smell,Mama,floral,,like island lilies,,,,,
2305,abc421,smell|scent,,intoxicating|indescribably her,,,,he,,,
2306,abc424,smell,of him,,,,,,,,familiar shiver down her spine|filled her senses|increasing her need for him
2307,abc433,scent,of a pomegranate - based candle,heady,,,in the,him,,,
2308,abc435,scent,of olive and sandalwood,,,,,,,,
2309,abc436,inhaled|scent,her|its,sweet,,,,He|he|he|his aquiline,,,
2310,abc444,Smelling,hints of cedar|smoke|Hades,,,,,,,,
2311,abc444,scent,of his skin,,,,,,,,
2312,abc445,Smells,his meat,,,s something foreign,,,,,
2313,abc445,scent,,,,,,his,,,
2314,abc445,smell,,,,,,you,,,
2315,abc447,scent,his,,,,,,,,
2316,abc451,smell,,stormy|woodsy clean,,,,,,,
2317,abc451,nose|smelled,,nasty|nasty,,something nasty|nasty,,he,,,
2318,abc451,nose|scent,their|their,floral,,,,Tony ' s,,,
2319,abc451,smell|perfume|perfume|smelling|smelling,of Pepper ' s perfume|perfume|laundry detergent,last dying|nice smelling|smelling,,,,Tony,,,
2320,abc451,scented|scented,,scented|scented,,,,,,,
2321,abc451,whiff,of anything juicy,,,,,the media hounds,,,
2322,abc451,scents|hints,of tingly petrichor|ozone|juniper berry|of,mixed|floral,the blankets,,,The cat,,,
2323,abc451,smell,It,,,,,Tony,,when the God ' s left for the Vanaheim mission,
2324,abc451,scents,Their,,,,,,,,had felt embarrassed
2325,abc451,scent|perfume|perfume,of|mother ' s perfume|perfume,,,,in her bureau,his|Tony,in,,
2326,abc452,smell|perfume,,,,,Even across the room,,,,
2327,abc452,smell,of her,too much,,,,,,,for them to bear to be parted from
2328,abc455,fragrant|fragrant,bread,fragrant|fragrant,,,,,,,
2329,abc458,smelled,of sweat|blood,,,,,,,,
2330,abc470,smell,of blood|of entrails,nauseating|nauseating,,,,,,,was nauseating|nauseating for Prometheus
2331,abc476,smell|scent,her|her,,,,,he|he,,,
2332,abc476,smelling|scent,of sweet nectar|fresh lilies|pomegranate,,,,,He,,,
2333,abc476,smell,of flowers,,,,,her,In,,
2334,abc476,breath,,hot,,,,,,,
2335,abc476,smell,of the salty ocean water|fresh air,,,,,,,,
2336,abc477,smell|perfume,her,,,,,he,,,
2337,abc478,smell,,,,,,,,,soothing the inventor ' s flustered nerves
2338,abc478,sniffs|smell,anything,,,,,I,,,
2339,abc478,olfactory|olfactory|smell,of grasses|rich earth,stronger olfactory|olfactory,,,,I|I|I,,,
2340,abc478,fragrant|fragrant,tea,fragrant|fragrant,,,,,,,
2341,abc478,perfume,s GodWaves,,,,,,,,
2342,abc478,smelled,the morsel|it,funky,,,,Tony,,,
2343,abc478,sniffing,,,the,,,,,,
2344,abc478,sniff,,,the,,,,,,
2345,abc478,smelled|aroma,,tempting,,,,Tony|he,,,
2346,abc478,aromatic|aromatic,,very aromatic|aromatic,,,,,,,
2347,abc478,aroma,his tea,,,like,my bathroom,,,,
2348,abc478,smell,of plant life and sea salt,,a breeze,like air conditioning,,his,,,
2349,abc478,sniff,,,,,,Tony,,,
2350,abc478,smelled,of damp earth|cold stone,chilling|chilling,a chilling|chilling breeze,,from the opposite direction of the ocean,the,,,which caused the golden god to freeze and go rigid for some reason
2351,abc478,stink|stink,eye,stink|stink,,,,the,,,
2352,abc478,smell,of smoke|burning plastic and hot metal,,the air,,,,,,
2353,abc478,nosing|scenting|scenting,,scenting|scenting,,,,,,,
2354,abc485,smells,it|of,,,,,,,,
2355,abc486,smell,amaranth,,,,,he,,,
2356,abc489,smell|scent,Of hyacinth|honeysuckle,,the|the wind|wind,,,I,,As the|the wind|wind blew towards,
2357,abc509,smelled,the sweet|sweet earth,sweet|sweet,,,,she,,,
2358,abc518,smelling,,,,,the large hall,,,,
2359,abc518,scent,,familiar,,,,,,,Menelaos had to catch himself from looking
2360,abc518,scenting,,,,,,Paris,,,
2361,abc518,smell,It|it,,,,,Menelaos,,,
2362,abc518,smelled|smelled,,rich,,like a forest smelled|smelled,,,,,
2363,abc524,sniffing,one,,,,,He,,,
2364,abc568,smell,anything,,,,,I,,,
2365,abc573,smell,of rain,pleasant,a gentle breeze,,,,,,
2366,abc577,smell|odor,of flowers,sweet|delicate,,,,him,,,
2367,abc577,smell,of Yuuri,,clothes,,,Yuuri,,,
2368,abc577,nose sniffing,,,,,,,,,
2369,abc590,smell,of home,,,,,,,,
2370,abc605,scent,her,,,,,,,,
2371,abc608,whiffs,,short,,,,him,,,
2372,abc621,smell,,,,,,,,,driving her mad with infinite pleasure
2373,abc627,smell|smell,the fruit she|the rose oils,,,,,He|Patroclus,,,
2374,abc627,sniffs|aromatic|aromatic,roses,aromatic|aromatic,,,,James,,,that|makes his heart flutter
2375,abc629,smell,of fish,fresh,,,,,,,brought back memories
2376,abc629,scents,of many different herbs and spices,,,,,her|her,,,which flooded her|her senses with warmth
2377,abc636,smell,it,,,,,Psyche|she,,,
2378,abc636,nose|smell,of grass,,,,,,,,
2379,abc639,smell,growth in her hair,,,,,Hades,,,
2380,abc640,smell,the sea salt,,,,' room,he,,,
2381,abc652,smelling|smelling,tea,very floral smelling|smelling,,,,,,,
2382,abc652,smelled,of|of|blood oranges,strongly,,of|of the ocean,,,,,
2383,abc665,smell,,,the air,,All around,,,,
2384,abc676,scent,of hyacinths|sandalwood|of Achilles,,,,,he|he,,,stirred into a wild cocktail of emotion|he|he
2385,abc680,snarky|snarky,,snarky|snarky,,like a puff of air,,,,,snuffed it out of him
2386,abc682,stink,You,,,,,his,,,
2387,abc682,odor,of rotting fruit,,the air,,,,,,
2388,abc682,smell,of unwashed body,,,,,him,,,
2389,abc682,aroma,of grilled meat and freshly steamed bread,,,,,His|him,,,
2390,abc682,smells,,,,,the Cage,him|he,,,
2391,abc682,fragrance,Their,sweetly,in the air,,,him|him,,,making him|him forget
2392,abc682,scent|perfumed|perfumed|perfumed,of the flowers,perfumed|perfumed|perfumed,,,,,,,summoning him to sleep in a perfumed|perfumed|perfumed embrace
2393,abc682,scent,of plum juice,,,,,him,late nights,,
2394,abc682,scent|perfumed,of tangerines,,the air,,,,,,
2395,abc682,smells,,many,,,,him,,,
2396,abc682,scent,of parchment,,on the wind,,,He,,,
2397,abc682,smell,incense,,,,,Achilles|he,,,
2398,abc682,fragrant|fragrant,resin,fragrant|fragrant,,,,him,,,
2399,abc682,smelled,Patroclus,,,like rainwater,,,,,
2400,abc682,smell,,,,,the streets,He,,,
2401,abc682,stink,of it,,,,,He,,,
2402,abc682,perfume|smell,They|their|it,biting,the air,,the boulevard along the house,he,,,
2403,abc682,aromas,,,,,,the senses,,,
2404,abc682,smells,,gut|wrenching,,,,He,,,
2405,abc683,smelled,he|of musk|spicy herbs,so strongly,,,,,,,that she wanted to press her face into
2406,abc689,scent,of Asterion ' s musk,the faintest|earthy,,,down the corridor,His,,,
2407,abc689,smells|sounds,,strange,,,,,,,out of starvation and terror and buried rage
2408,abc697,smell,wisps of the rich rot of the Underworld ' s marsh,faint|sweet,,ambrosia,,,,,
2409,abc701,smell,of the sea,,,,,,,,woke Lysander from a fitful half - sleep|he held his breath
2410,abc701,smell,,,,,,He,,,
2411,abc701,smell,of the sea,,,,in Hyperion ' s camp,He,last,,
2412,abc711,stank,the,,,,behind the wardrobe,,,,
2413,abc711,aroma,,overpowering,,,,,,,
2414,abc711,scent|scent,his,tantalizing|tantalizing,,,,him|his,,,in tantalizing|tantalizing screams|putting his body into a further trance
2415,abc711,sweetness,,deliciously pungent,,,,,,,
2416,abc711,sniffing|scents,,very intoxicating|rich,,,,he|he|he,,,he|he momentarily lost himself|coiling his desire
2417,abc711,nose|scent|smells,bitch|fuck bitch,heavenly|good,,,,,,,
2418,abc711,scent,His,,,,,Alpha,,,
2419,abc711,smell,him,,,,,I,,,
2420,abc711,smelled,his hair|neck,,,,,I,,,
2421,abc711,smell|scent,my,,,,deep in him,I,,,
2422,abc711,smell|smell,you|you,so good,,,,I|the frightened teen,,when you ' re scared,
2423,abc711,smell,me,,,,a,Thor|he,,,
2424,abc711,inhale|scent,Thor ' s,deep|cultivating,,,,Alpha,,,
2425,abc723,sniff,from the mouth of the jug,,,,,Zeus,,,
2426,abc723,smell,the flowering manna,,,,,he,,,
2427,abc723,smell,nothing|burned air,,,,,He|he|he,,,
2428,abc723,scent,of burned power|spilt ichor,lingering,in the air,,,,,,
2429,abc729,smell,of fresh bread baking,,,,,,,,
2430,abc729,scented|scented,,laurel|scented|scented,,,,,,,
2431,abc729,fragrant|fragrant,,fragrant|fragrant,,,of Olympus,,,,
2432,abc737,scent,her,,,,,,,,
2433,abc738,scents,of power,,The air,,,,,,
2434,abc740,stank,,,,,,,for weeks,,
2435,abc747,scent,her,,,,,,,,
2436,abc750,scent,whose,,,,,the,,,intoxicated him completely|making him hard and wet
2437,abc750,scent|pheromones,,,,,,he|he,,,his body reacting
2438,abc750,scent,of|mate,,,,,he,now,,
2439,abc756,sniff,the thing,,,,,He,,,
2440,abc756,smell,a,,,,,the satyr ' s,,,
2441,abc759,smelled,what,,,like the blanket,off of one of the,,,,
2442,abc762,smell,intent,,,,,the,,,
2443,abc762,scent,of death|of rotting flesh and leaves,sweet|cloying|more powerful,,,,,,,
2444,abc763,smells,his hair,,,it used to,,,,,
2445,abc769,smells,It,nutty,,,,Patroclus,,,
2446,abc769,smell,Achilles|of him,,,,,He,,,
2447,abc771,scented,jasmine|orange blossom|silks,faintly,,,,he,,,a little choking wave rose in his
2448,abc783,smells,,,,,,Nestor,,,
2449,abc783,scent,his,,the light breeze,,,,,,
2450,abc783,smells|scent,He,,,like clean laundry and sunshine,,Achilles|his,,,
2451,abc783,smelling,tomatoes,,,,,,,,
2452,abc783,whiff,of his cologne,,,,,Achilles,,,
2453,abc783,smell,Hector ' s cologne,,,,,He,,,it ' s driving him to insanity
2454,abc783,cologne|cologne|scent,of Hector ' s cologne|cologne|of earth and leaves and wind,,,,,He,,,
2455,abc783,smell|scent,his,fresh|clean|warm,,,,Patroclus|he,,,
2456,abc783,scent,,,,,,him|he|he,,,
2457,abc783,smells,,,,,,He|his,,,
2458,abc784,smells,,good,,,,,,,
2459,abc785,Smelled,,,,like a new planet,,Pen,,,
2460,abc786,scent,of blooming myrtle from the plant,distant,,,,Menelaos|his,,,
2461,abc786,smell,nothing,,,,,Menelaos|he,,,
2462,abc786,scent,Helen ' s,,,,,,,,
2463,abc786,scent,of myrtle and roses,,,,,Menelaos|Menelaos,,,that|Menelaos|Menelaos jerked awake
2464,abc786,scenting|scenting|scent|smelled,Helen ' s|Alexander,scenting|scenting|thickening,,like he should,,Menelaos,,,
2465,abc786,scent,Helen ' s,so thick,,,,Menelaos,,,it was as if one could bite down and actually chew it
2466,abc786,nose|smell|scent,he,alpha,,like clean beta|a quiet promise of summer - warmed grass,,his|he,,,
2467,abc786,scent,',,,,,,,,
2468,abc786,smell|scent,her own thick musk|Menelaos ',lighter,,,,she,,,that she might feel threatened
2469,abc786,smelled|nose,of something,,,,,,,,
2470,abc786,scent,of Paris,,,,,,,,smacked her full in the face
2471,abc786,smelled|smelled,Paris|warm|warm pine|pine|Paris,very|more muted|brighter,,similar to Menelaos|warm|warm pine|pine sap|sun warmed grass,,,now,,
2472,abc786,smelled,Menelaos|he,little strange,,,,,,,
2473,abc786,scent,Menelaos ',,,,,,,,
2474,abc786,sniff|smell,it,enough,from the pillow,like Helen,,,,,to settle the churn in his gut
2475,abc786,smelled|scent|smell|smelled,It|it|of the incense|it,vaguely soothing|good,,of something clean|of,,to him,,,
2476,abc786,scent|scent,of musk|oncoming rain|Helen ',mingled,,,,,,,to make things hurt a little less
2477,abc786,scent,Helen ' s,,,,,,,,a throbbing hole in his gut|he was feeling awfully lonely
2478,abc786,scents,of,mingled,,,in the room,,,,
2479,abc786,smell,him,,,,even from here,she,,,
2480,abc786,scent,Agamemnon ' s bull,weighty,,,,,,,
2481,abc786,scent,his,,,,,he,,,
2482,abc786,scent,mountain meadow,softened|nearly sweet,,,,,,,
2483,abc786,smell,Agamemnon,,,,,She,,,
2484,abc786,smell,Paris,,,,,he,right,,
2485,abc786,whiff|scent|smell,of|just salty air|mountain - meadow,spiced|sweetened|beta,the wind,,,him,,,
2486,abc791,stench,of blood,,,,,,,,
2487,abc791,scent,of her,sweet,,,,he,,,swathing him as he tries in vain to chase sleep
2488,abc798,odor,the stream,cloying,,,,Hades,,,grasping at him like an incarnate thing
2489,abc798,breath smelling,She|her,,,"of heavy , exotic spices",,,,,
2490,abc798,scent,of figs and honey,,,,,,,,flooded Hades ' senses with a wave of pure longing
2491,abc798,scent,of her desire,heady,,,,,,,
2492,abc798,scented|scented,,heavily scented|scented,into the air,,,,,,
2493,abc798,inhaling|scent,of him,fire,,,,,,,
2494,abc819,smell,mint tea|mint tea,,,,,,,,
2495,abc828,scents,their,,,,,,,,
2496,abc828,smell,Patroclus,amazing,,,,,,,
2497,abc828,sniff,,,,,,He,,,
2498,abc828,scent,,,,,,He,,,
2499,abc834,sniff,Icarus,,,,,,,,
2500,abc842,smell,,,,,the room,,,,
2501,abc861,sniff,,,,,,the cat forms of his professors,,,
2502,abc861,scent,His|he,,,,,,,,
2503,abc862,inhaling|scent,,,,,,They,,,
2504,abc862,inhaling|scent,of his Hector,,,,,Achilles|his,,,
2505,abc862,inhaling|scent,Hector ' s,,,,,Achilles,,,
2506,abc864,nose|whiff,of her bare pussy,good,,,,his,,,
2507,abc871,breath|stench,his,foul,into the air,,,him|he,,,
2508,abc871,scent,blood|of Aiakos|Peleus|hints,unmistakable,,,,,,,
2509,abc889,scent,her,,,,,him,,,
2510,abc889,smell,,,,,,Hermes|he|he,,,
2511,abc895,stink,the crew of the,,,like salt and fish,,,for so many weeks,,
2512,abc898,smells,the fire|the bread,,,,From the threshold|in the hearth,Achilles,,,
2513,abc905,scented|scented,water,scented|scented,bottles,,,He|his|he,,,
2514,abc905,smelled,a bronze cup of something,,,like a mixture of herbs,,,,,
2515,abc905,smelling,,sharp -,,,,,,,
2516,abc905,smell,a mixture of mint and juniper,stark,,,,His,,,
2517,abc917,scent,Her,the,,,,I,,,
2518,abc926,smelled,,,,like ash and licorice,,Benedict|Horatio Gates,,,
2519,abc933,smell,lips|of spices,,,,,,,,
2520,abc933,smelled,,,,like chocolate and cream,,,,,
2521,abc933,scent,of the cake,sweet - creamy,,,,Harry ' s,,,
2522,abc944,smell,Ares|of comfort|understanding,,,,,,,,
2523,abc956,skanky|skanky,,skanky|skanky,,,,,,,
2524,abc975,scent,him|him,faint,over,,,,,,
2525,abc975,scent,,spicy,,,over their bed,her|she,when,,
2526,abc975,sniffed,,,,,,,,,her belly tightened with a jolting spasm of pure arousal and desire
2527,abc975,scent,his,overwhelming spicy,,,,,,,
2528,abc976,smell,of stale grease|hot tires,,,,,Arthur|Arthur,,,Arthur|Arthur nearly choked on
2529,abc976,whiff,of|jealousy,,,,,Arthur,,,
